"chrom","start","end","degree","closeness","betweenness","Local_cluster_coefficient","Eigenvector_centrality","membership"
"chrX",17950415,17950683,2,2.28866103957015e-06,1,0,6.73030405151229e-18,152
"chrX",18071622,18072001,2,2.30613023034761e-06,0,0,0,156
"chrX",18186705,18187042,1,2.26125610629819e-06,0,NA,0,153
"chrX",18370860,18371120,1,2.3028070395784e-06,0,NA,1.37126137045049e-18,99
"chrX",18369599,18369918,2,2.30281386329036e-06,22,0,0,99
"chrX",18445675,18445965,1,2.2714649244118e-06,0,NA,0,149
"chrX",18446575,18447112,1,2.2714649244118e-06,0,NA,0,149
"chrX",18448768,18449062,1,2.2714649244118e-06,0,NA,0,149
"chrX",18481281,18481603,1,2.2612859734126e-06,0,NA,0,154
"chrX",18499803,18500215,2,2.2578969947391e-06,0,0,0,25
"chrX",18538527,18538848,1,2.2612971290967e-06,0,NA,5.80229094692608e-19,155
"chrX",18586425,18586851,5,2.30626992415576e-06,30.5,0.4,0,156
"chrX",18589613,18589928,7,2.30626992415576e-06,16.5,0.19047619047619,0,156
"chrX",18796107,18796502,4,2.27152766946591e-06,6,0,0,26
"chrX",18884768,18885119,2,2.27489598488647e-06,0,0,0,157
"chrX",18895776,18896143,2,2.27490121128422e-06,0.333333333333333,0,0,157
"chrX",18897254,18897780,2,2.27490121128422e-06,0.333333333333333,0,0,157
"chrX",18898023,18898494,2,2.27490121128422e-06,0.333333333333333,0,0,157
"chrX",19054248,19054600,1,2.2714606669631e-06,0,NA,0,144
"chrX",19186526,19187014,1,2.33476945999609e-06,0,NA,0,6
"chrX",19187897,19188159,1,2.33476945999609e-06,0,NA,0,6
"chrX",19201960,19202389,3,2.27147879891095e-06,4,0,0,144
"chrX",19511637,19512019,3,2.3348710288274e-06,41,0,0,6
"chrX",19529758,19530335,5,2.33489965987984e-06,93,0,2.2463588529372e-18,6
"chrX",19590488,19590904,1,2.26470590320928e-06,0,NA,2.96289127524123e-18,27
"chrX",20115326,20115738,4,2.2647063013294e-06,1,0,3.82035138699404e-18,27
"chrX",20114130,20114460,1,2.26470485372033e-06,0,NA,3.80312808663267e-19,27
"chrX",20154292,20154699,2,2.26467306212304e-06,1,0,0,158
"chrX",20515321,20515695,1,2.26468717869446e-06,0,NA,0,159
"chrX",20514362,20514712,1,2.26468717869446e-06,0,NA,0,159
"chrX",20787948,20788270,1,2.26128739497333e-06,0,NA,1.39618071058698e-19,160
"chrX",21085601,21086031,3,2.30604616715729e-06,0,0,0,156
"chrX",21084773,21085348,5,2.30625616835106e-06,44,0.1,0,156
"chrX",21292136,21292469,2,2.3061877707002e-06,0,0,0,156
"chrX",21870531,21871207,1,2.2646951774168e-06,0,NA,1.24896160970081e-18,28
"chrX",21877105,21877424,1,2.26469102867664e-06,0,NA,0,28
"chrX",21879930,21880453,4,2.2646981176947e-06,1,0,1.46335462597436e-18,28
"chrX",21891852,21892282,1,2.26468950687822e-06,0,NA,0,30
"chrX",22004689,22005047,2,2.2578969947391e-06,0,0,0,29
"chrX",22270006,22270193,4,2.26469702277646e-06,1,0,1.20622228243162e-18,30
"chrX",22267271,22267653,1,2.26469341447541e-06,0,NA,0,30
"chrX",16674168,16674625,1,2.2612873486662e-06,0,NA,8.66379554398604e-19,31
"chrX",238871,239177,1,2.26129735858902e-06,0,NA,3.13638941386463e-18,32
"chrX",13146363,13146888,1,2.27138718492092e-06,0,NA,0,125
"chrX",13144856,13145412,2,2.27143239235913e-06,4,0,0,125
"chrX",6770231,6770773,1,2.26468021691288e-06,0,NA,0,33
"chrX",6771016,6771360,1,2.26468021691288e-06,0,NA,0,33
"chrX",13041120,13041513,2,2.30284601531263e-06,0.333333333333333,0,6.78647956854407e-18,99
"chrX",13043136,13043488,2,2.30284601531263e-06,0.333333333333333,0,5.59986935441149e-18,99
"chrX",13039539,13039831,3,2.30284699841229e-06,36.3333333333333,0,0,99
"chrX",1083132,1083453,2,2.26470762111272e-06,1,1,3.32547502712338e-18,34
"chrX",9149281,9149699,1,2.26128737978648e-06,0,NA,1.53314725008235e-18,35
"chrX",10711149,10711665,2,2.27149071075686e-06,0.333333333333333,0,0,36
"chrX",10712468,10712957,2,2.27149071075686e-06,0.333333333333333,0,0,36
"chrX",10713056,10713484,2,2.27149071075686e-06,0.333333333333333,0,0,36
"chrX",3871303,3871832,1,2.27829673111999e-06,0,NA,0,37
"chrX",3873222,3873618,1,2.27829673111999e-06,0,NA,0,37
"chrX",3869685,3870275,1,2.27829673111999e-06,0,NA,0,37
"chrX",3820436,3820777,1,2.26129720624355e-06,0,NA,5.85942074680078e-19,38
"chrX",17902505,17902860,1,2.27835711962989e-06,0,NA,0,37
"chrX",2256663,2257062,1,2.26806494671052e-06,0,NA,0,42
"chrX",1886259,1886667,1,2.26470779935229e-06,0,NA,7.40319637682106e-20,39
"chrX",1888243,1888657,1,2.26470779935229e-06,0,NA,3.43620569355115e-18,39
"chrX",6537906,6538643,2,2.28186436435086e-06,0,0,3.75198574593705e-18,52
"chrX",6534202,6534641,2,2.28186436435086e-06,1,0,1.3367762351915e-18,52
"chrX",19451382,19451880,1,2.26129741536895e-06,0,NA,1.52038402369718e-18,40
"chrX",8509153,8509515,4,2.27151936154833e-06,6,0,1.60568986055526e-17,41
"chrX",22225872,22226145,1,2.26807720261874e-06,0,NA,0,42
"chrX",16331370,16331685,2,2.26812877176095e-06,0,0,5.64578835550804e-18,43
"chrX",20600653,20601060,2,2.26812883153898e-06,1,0,5.56215352248707e-18,43
"chrX",13035901,13036254,1,2.30268271752204e-06,0,NA,0,99
"chrX",13034786,13035065,1,2.30268271752204e-06,0,NA,0,99
"chrX",7536531,7536935,2,2.26464037691388e-06,1,0,0,44
"chrX",5495278,5495845,1,2.28187137135127e-06,0,NA,0,45
"chrX",5491333,5491749,1,2.28187137135127e-06,0,NA,3.25068818633702e-19,45
"chrX",6211346,6211653,1,2.28188955477609e-06,0,NA,0,45
"chrX",6213374,6213862,1,2.28188955477609e-06,0,NA,1.90750319917484e-18,45
"chrX",2540573,2541007,1,2.26464754363666e-06,0,NA,0,46
"chrX",2542169,2542667,1,2.26464754363666e-06,0,NA,0,46
"chrX",2732374,2732638,2,2.26468235669687e-06,1,0,0,47
"chrX",2784908,2785315,2,2.26469396163005e-06,1,0,1.09045236686318e-18,48
"chrX",5123638,5124071,1,2.26128275236505e-06,0,NA,0,49
"chrX",21110180,21110632,2,2.26796592090745e-06,0.5,0,0,50
"chrX",21110667,21110719,2,2.26796592090745e-06,0.5,0,0,50
"chrX",11597061,11597389,1,2.26457903971528e-06,0,NA,0,51
"chrX",11599117,11599737,1,2.26457903971528e-06,0,NA,0,51
"chrX",3048135,3048552,4,2.27145581870423e-06,0.333333333333333,0.833333333333333,3.41376691984902e-16,4
"chrX",6557691,6557974,3,2.28185398142344e-06,11,0,0,52
"chrX",3173024,3173485,2,2.26466391094196e-06,1,0,0,53
"chrX",3192662,3193147,1,2.26468880525606e-06,0,NA,0,54
"chrX",3193654,3194197,1,2.26468880525606e-06,0,NA,0,54
"chrX",3240255,3240459,3,2.27834096817239e-06,0.75,0,0,55
"chrX",3237544,3237983,3,2.27834096817239e-06,0.75,0,0,55
"chrX",3238256,3238703,3,2.27834096817239e-06,0.75,0,0,55
"chrX",3239164,3239548,3,2.27834096817239e-06,0.75,0,0,55
"chrX",3279800,3280157,1,2.26128183447439e-06,0,NA,0,56
"chrX",15589923,15590684,1,2.26128703209949e-06,0,NA,7.59314340669483e-19,57
"chrX",3320363,3320833,2,2.27130762873042e-06,0.333333333333333,0,0,58
"chrX",3316422,3316865,2,2.27130762873042e-06,0.333333333333333,0,1.00411866510249e-17,58
"chrX",3319253,3319676,2,2.27130762873042e-06,0.333333333333333,0,3.11052071757308e-18,58
"chrX",6675264,6675555,2,2.26469951644273e-06,1,0,2.82949156874779e-18,59
"chrX",3608485,3608888,4,2.27141669414174e-06,0.333333333333333,0.833333333333333,0.653165286319349,5
"chrX",3662085,3662594,1,2.26466602915967e-06,0,NA,0,60
"chrX",3663637,3663998,1,2.26466602915967e-06,0,NA,0,60
"chrX",3740710,3741038,2,2.26810666481879e-06,0.5,1,0,61
"chrX",3739490,3739897,2,2.26810666481879e-06,0.5,1,0,61
"chrX",4282934,4283187,1,2.26809358588248e-06,0,NA,0,62
"chrX",4283892,4284114,1,2.26809358588248e-06,0,NA,0,62
"chrX",4279209,4279511,1,2.26809358588248e-06,0,NA,0,62
"chrX",3911260,3911734,1,2.2612834448014e-06,0,NA,0,63
"chrX",3955128,3955501,1,2.33463269217998e-06,0,NA,0,6
"chrX",3950977,3951455,1,2.33463269217998e-06,0,NA,0,6
"chrX",17299409,17299863,2,2.26469748591707e-06,1,0,2.5436952751558e-18,64
"chrX",4875125,4875602,1,2.28838756739154e-06,0,NA,0,114
"chrX",4875727,4876054,1,2.28838756739154e-06,0,NA,0,114
"chrX",11653677,11654082,1,2.28874444376273e-06,0,NA,1.27904484547094e-18,114
"chrX",10117847,10118175,2,2.26469413587723e-06,1,0,1.46402303796915e-18,65
"chrX",4457982,4458424,1,2.26128367645391e-06,0,NA,0,66
"chrX",8825924,8826352,2,2.28182743807819e-06,0,0,0,7
"chrX",19745043,19745536,3,2.28186928469922e-06,7,0,7.03923353820943e-18,7
"chrX",14529751,14530236,2,2.26461449646775e-06,0,1,0,67
"chrX",13551081,13551562,1,2.26469814120538e-06,0,NA,0,68
"chrX",13551780,13552165,1,2.26469814120538e-06,0,NA,1.27823788500369e-18,68
"chrX",16012143,16012568,1,2.31318289479299e-06,0,NA,2.59557423315594e-18,69
"chrX",4636933,4637441,1,2.26129101412022e-06,0,NA,0,70
"chrX",6406209,6406884,2,2.31296634806502e-06,1,0,3.13429217096404e-18,69
"chrX",6407334,6407810,2,2.31296634806502e-06,0,0,3.29801205116014e-18,69
"chrX",18966685,18967083,2,2.3129654053213e-06,0,0,2.91025088782207e-18,69
"chrX",6152064,6152370,2,2.26461889490589e-06,1,0,0,71
"chrX",15871340,15871697,2,2.2958426313956e-06,10,0,0,72
"chrX",19667713,19668127,4,2.28866137528213e-06,6.75,0,5.84625078469216e-18,152
"chrX",19664715,19665553,4,2.28866137528213e-06,14.25,0,1.55490808751053e-18,152
"chrX",5860278,5860676,3,2.30597255940068e-06,0,0.666666666666667,0,8
"chrX",6816759,6817116,2,2.26469525248769e-06,1,0,2.14912489229871e-18,73
"chrX",14160294,14160680,2,2.29230688808137e-06,9,0,2.4979849312746e-18,75
"chrX",5199183,5199561,3,2.29229072469638e-06,7,0,0,75
"chrX",5567324,5567655,3,2.29219411514578e-06,0,0,0,75
"chrX",7415393,7415646,1,2.26129131369097e-06,0,NA,1.06613192611968e-18,74
"chrX",5509647,5510183,3,2.29228043699349e-06,3,0,0,75
"chrX",5355015,5355513,2,2.27155287009994e-06,0,1,6.1894942871268e-18,9
"chrX",5350867,5351101,2,2.27155287009994e-06,0,1,2.68264564139124e-18,9
"chrX",5755344,5755691,1,2.26125957822519e-06,0,NA,0,76
"chrX",5767947,5768439,1,2.26129740986686e-06,0,NA,1.98076485478209e-18,77
"chrX",5904375,5905215,1,2.26128999949205e-06,0,NA,1.66846426033739e-18,78
"chrX",8446076,8446555,1,2.28174400169877e-06,0,NA,0,79
"chrX",11731579,11731955,2,2.28174426701468e-06,6,0,3.96680556547972e-18,79
"chrX",18182693,18183175,1,2.28174344734697e-06,0,NA,1.63038076466186e-18,79
"chrX",19280608,19280893,1,2.28139926347955e-06,0,NA,0,79
"chrX",19281070,19282060,1,2.28139926347955e-06,0,NA,0,79
"chrX",19279302,19279768,1,2.28139926347955e-06,0,NA,0,79
"chrX",16425489,16425849,3,2.27153611613141e-06,1.5,0,4.16059821587223e-19,80
"chrX",16426751,16427208,3,2.27153611613141e-06,1.5,0,0,80
"chrX",6429145,6429419,1,2.2612905065708e-06,0,NA,1.5503067176431e-19,81
"chrX",6448609,6448938,1,2.33474972681476e-06,0,NA,0,6
"chrX",6449135,6449440,1,2.33474972681476e-06,0,NA,0,6
"chrX",11316818,11317059,3,2.27489725016002e-06,0.5,0.666666666666667,0,12
"chrX",11319414,11319765,3,2.27489725016002e-06,0.5,0.666666666666667,0,12
"chrX",7108643,7109026,1,2.29211562269804e-06,0,NA,0,93
"chrX",8541906,8542323,4,2.29221116858526e-06,21,0.333333333333333,0,93
"chrX",12924692,12925089,3,2.2922316419726e-06,3,0.666666666666667,8.5856143909552e-18,93
"chrX",9851887,9852429,1,2.26465825543312e-06,0,NA,0,82
"chrX",9853045,9853402,1,2.26465825543312e-06,0,NA,0,82
"chrX",10759874,10760248,1,2.31319306021989e-06,0,NA,0,69
"chrX",8776660,8777250,2,2.26794684972012e-06,0.5,0,0,83
"chrX",8778039,8778484,2,2.26794684972012e-06,0.5,0,0,83
"chrX",10495491,10495778,1,2.26129332599441e-06,0,NA,1.15694620592869e-18,84
"chrX",10992452,10992929,3,2.27152343968631e-06,3,0,2.86509115848344e-18,13
"chrX",8059968,8060487,3,2.27499050117597e-06,4.5,0,8.96292059713289e-18,88
"chrX",8475815,8476335,2,2.2681291120636e-06,1,0,1.01883077783122e-19,85
"chrX",8476681,8477199,2,2.2681291120636e-06,0,0,4.66122058223058e-18,85
"chrX",7870780,7871104,2,2.26809530881608e-06,0,1,0,86
"chrX",7874790,7875150,2,2.26809530881608e-06,0,1,0,86
"chrX",7943083,7943547,1,2.26127975119204e-06,0,NA,0,87
"chrX",8064577,8064904,2,2.27498698477728e-06,0.5,0,6.2005059746764e-19,88
"chrX",9868018,9868312,1,2.27145558874999e-06,0,NA,0,14
"chrX",13199436,13199799,3,2.26811534008925e-06,3,0,0,89
"chrX",12446782,12447250,3,2.27479192541315e-06,1,0,0,90
"chrX",12448454,12448973,3,2.27479192541315e-06,1,0,0,90
"chrX",21049660,21050491,3,2.27479192541315e-06,1,0,0,90
"chrX",8420388,8421028,1,2.2680913621032e-06,0,NA,0,91
"chrX",8418600,8419073,1,2.2680913621032e-06,0,NA,0,91
"chrX",8414776,8415200,1,2.2680913621032e-06,0,NA,0,91
"chrX",8555062,8555522,1,2.2681125068693e-06,0,NA,1.86446876595164e-19,92
"chrX",8556348,8556798,1,2.2681125068693e-06,0,NA,0,92
"chrX",8557778,8558173,1,2.2681125068693e-06,0,NA,6.3683278044457e-19,92
"chrX",8697770,8698140,1,2.29184019118239e-06,0,NA,0,93
"chrX",8694803,8695458,1,2.29184019118239e-06,0,NA,0,93
"chrX",8729852,8730322,5,2.2817451676471e-06,18,0,2.36197009889437e-17,94
"chrX",9555717,9556004,1,2.28166760882231e-06,0,NA,0,94
"chrX",15986599,15986917,2,2.29584011393535e-06,0,0,1.69652266321304e-18,72
"chrX",15984782,15985185,2,2.29584011393535e-06,0,0,2.4179064116134e-18,72
"chrX",8893172,8893779,4,2.27155905500606e-06,1,0.833333333333333,5.73229131511672e-18,15
"chrX",8912626,8912902,1,2.26810208932629e-06,0,NA,0,95
"chrX",12578462,12578766,1,2.26811331752922e-06,0,NA,0,95
"chrX",12574837,12575241,1,2.26811331752922e-06,0,NA,0,95
"chrX",12295902,12296264,1,2.26129689722156e-06,0,NA,2.71803725626237e-19,96
"chrX",8971524,8971992,1,2.26129328418175e-06,0,NA,1.18024059616659e-18,97
"chrX",9820362,9820720,1,2.2681160596962e-06,0,NA,0,98
"chrX",9819798,9820215,1,2.2681160596962e-06,0,NA,2.31630957544075e-19,98
"chrX",15520215,15520757,1,2.26811271801337e-06,0,NA,1.05197269883828e-19,98
"chrX",18365481,18365959,1,2.30279696840114e-06,0,NA,0,99
"chrX",18367149,18367462,1,2.30279696840114e-06,0,NA,0,99
"chrX",18367841,18368223,1,2.30279696840114e-06,0,NA,0,99
"chrX",14719496,14720158,1,2.26129347762347e-06,0,NA,2.29032153541425e-18,100
"chrX",9252874,9253294,8,2.28530094335356e-06,28,0,2.33708415080686e-17,101
"chrX",9526863,9527268,2,2.26460184428374e-06,1,0,0,102
"chrX",9511703,9512076,1,2.26467383390697e-06,0,NA,3.13409910422831e-18,16
"chrX",10210013,10210529,1,2.26470758675422e-06,0,NA,2.5373672240816e-18,103
"chrX",10210967,10211440,1,2.26470758675422e-06,0,NA,2.95081029660515e-19,103
"chrX",9620918,9621410,1,2.26465877483488e-06,0,NA,0,104
"chrX",9623876,9624100,1,2.26465877483488e-06,0,NA,0,104
"chrX",18144563,18145010,2,2.26469658196705e-06,1,0,6.99709484959664e-19,105
"chrX",9939913,9940441,3,2.26811876293213e-06,3,0,9.6668496780719e-18,106
"chrX",10638664,10639047,1,2.26469466489151e-06,0,NA,0,107
"chrX",10639420,10639780,1,2.26469466489151e-06,0,NA,3.98460135660099e-19,107
"chrX",10044939,10045404,3,2.27148800431707e-06,1.5,0,0,108
"chrX",10039905,10040190,3,2.27148800431707e-06,1.5,0,0,108
"chrX",10592789,10593079,1,2.26470278811896e-06,0,NA,5.84317553894685e-19,109
"chrX",10653235,10653542,2,2.26810608663989e-06,0.5,0,6.47400700679029e-19,110
"chrX",10653917,10654195,2,2.26810608663989e-06,0.5,0,0,110
"chrX",16691430,16691684,2,2.26470147462414e-06,1,0,6.38558154937004e-18,111
"chrX",15506282,15506744,2,2.26468262919957e-06,1,0,0,112
"chrX",17765045,17765464,2,2.26463658471323e-06,1,0,0,113
"chrX",11441909,11442321,2,2.2646996914088e-06,0,1,0,18
"chrX",11661888,11662246,4,2.28874280807828e-06,21,0,3.07853651162752e-18,114
"chrX",16456270,16456640,1,2.26810243559345e-06,0,NA,8.91764050520067e-19,115
"chrX",16459018,16459521,1,2.26810243559345e-06,0,NA,0,115
"chrX",16454717,16454920,1,2.26810243559345e-06,0,NA,0,115
"chrX",11678261,11678508,2,2.26810254968864e-06,0.5,0,4.75845339064952e-19,116
"chrX",11678974,11679450,2,2.26810254968864e-06,0.5,0,0,116
"chrX",17835382,17835677,3,2.27481061124203e-06,6.5,0,0,150
"chrX",17837235,17837501,1,2.27464800670489e-06,0,NA,0,150
"chrX",11982699,11983103,1,2.26126903839208e-06,0,NA,0,117
"chrX",14105156,14105575,2,2.26796048463799e-06,0,1,0,118
"chrX",14107923,14108281,2,2.26796048463799e-06,0,1,0,118
"chrX",12067594,12067918,1,2.26125252023335e-06,0,NA,0,119
"chrX",12206514,12206909,2,2.26809594437884e-06,0.5,0,0,120
"chrX",12209447,12209912,2,2.26809594437884e-06,0.5,0,0,120
"chrX",13713918,13714540,1,2.26802970462895e-06,0,NA,0,121
"chrX",13709934,13710249,1,2.26802970462895e-06,0,NA,0,121
"chrX",13709163,13709576,1,2.26802970462895e-06,0,NA,0,121
"chrX",12808801,12809290,1,2.26125723162411e-06,0,NA,0,122
"chrX",20619781,20620202,1,2.26129710356518e-06,0,NA,4.19752985305557e-18,123
"chrX",16825867,16826205,1,2.26805102752089e-06,0,NA,0,20
"chrX",16635390,16635710,1,2.26127098546581e-06,0,NA,0,124
"chrX",21320134,21320443,5,2.30626488646844e-06,25.75,0.1,0,156
"chrX",21319278,21319807,5,2.30626488646844e-06,21.25,0.1,0,156
"chrX",13142562,13142937,1,2.27130678489954e-06,0,NA,0,125
"chrX",14657537,14657805,1,2.27147485298285e-06,0,NA,0,128
"chrX",13283581,13284021,1,2.26128244428276e-06,0,NA,0,126
"chrX",15810264,15810450,2,2.26796304068255e-06,0.5,0,0,127
"chrX",15813881,15814227,2,2.26796304068255e-06,0.5,0,0,127
"chrX",13495750,13496482,1,2.27151748823281e-06,0,NA,0,128
"chrX",13497528,13498048,1,2.27151748823281e-06,0,NA,0,128
"chrX",13816454,13816824,3,2.26803025057285e-06,3,0,2.58424874885336e-19,129
"chrX",14472453,14472761,4,2.28874513247515e-06,21,0,0,130
"chrX",14420937,14421341,3,2.28866392182927e-06,0,0,0,130
"chrX",14266336,14266916,2,2.26810328937593e-06,0,1,0,131
"chrX",14267747,14268107,2,2.26810328937593e-06,0,1,0,131
"chrX",14518280,14518782,1,2.26128139532072e-06,0,NA,0,132
"chrX",14643128,14643505,2,2.26809227840046e-06,0,1,0,133
"chrX",14644933,14645264,2,2.26809227840046e-06,0,1,0,133
"chrX",14680180,14680581,1,2.26469927667349e-06,0,NA,3.10429866091473e-19,134
"chrX",14681632,14681837,1,2.26469927667349e-06,0,NA,1.14957772261174e-18,134
"chrX",15037470,15037734,2,2.26470068803997e-06,1,0,2.38925922346972e-18,135
"chrX",15157567,15157874,1,2.26129132351389e-06,0,NA,0,136
"chrX",15169861,15170323,2,2.26469242706202e-06,0,0,0,137
"chrX",15173509,15173883,1,2.26469242706202e-06,0,NA,0,137
"chrX",15393195,15393663,1,2.26129727671733e-06,0,NA,2.56149016884067e-18,138
"chrX",16371583,16371998,1,2.26129140310967e-06,0,NA,0,139
"chrX",15497761,15498097,1,2.27835910707578e-06,0,NA,0,145
"chrX",15536239,15536712,2,2.27153261788513e-06,0,1,0,140
"chrX",15537577,15537838,2,2.27153261788513e-06,0,1,0,140
"chrX",15539533,15540100,2,2.27153261788513e-06,0,1,0,140
"chrX",15779981,15780324,2,2.26470809454112e-06,1,0,8.07321854287584e-18,141
"chrX",16129356,16130101,2,2.26466632998946e-06,1,0,0,142
"chrX",16144903,16145526,1,2.26801042934028e-06,0,NA,0,143
"chrX",21269600,21269870,1,2.26807725989912e-06,0,NA,0,143
"chrX",16394595,16394890,1,2.28860295625927e-06,0,NA,0,152
"chrX",19275338,19275702,2,2.27146373103364e-06,1,0,0,144
"chrX",19273715,19274049,2,2.27146373103364e-06,1,0,0,144
"chrX",18727047,18727347,1,2.27839098998782e-06,0,NA,1.34694078407866e-18,145
"chrX",17124339,17124860,2,2.2715084114112e-06,0,1,0,146
"chrX",17339604,17339991,1,2.26467932431636e-06,0,NA,0,21
"chrX",17174245,17174734,1,2.26128308732346e-06,0,NA,0,147
"chrX",17280504,17280743,1,2.26466602915967e-06,0,NA,0,148
"chrX",17284674,17285085,1,2.26466602915967e-06,0,NA,0,148
"chrX",18454184,18454570,4,2.27150932435717e-06,6,0,0,149
"chrX",17831755,17832125,2,2.27470027706128e-06,0.5,0,0,150
"chrX",17863988,17864306,1,2.26127608724718e-06,0,NA,0,151
"chrX",17958593,17958837,2,2.28804782873565e-06,0.5,0,4.56111146285954e-17,152
"chrX",18190863,18191189,1,2.26125610629819e-06,0,NA,0,153
"chrX",18377498,18377892,2,2.30281076159809e-06,12,0,0,99
"chrX",18490636,18490925,1,2.2612859734126e-06,0,NA,0,154
"chrX",18540975,18541393,1,2.2612971290967e-06,0,NA,2.3857257973038e-18,155
"chrX",18592037,18592421,2,2.30597415871189e-06,0,1,0,156
"chrX",18827491,18827918,1,2.27150129316044e-06,0,NA,0,26
"chrX",18829032,18829572,1,2.27150129316044e-06,0,NA,0,26
"chrX",18824334,18824753,1,2.27150129316044e-06,0,NA,0,26
"chrX",18902015,18902334,4,2.2749261497141e-06,3,0,0,157
"chrX",18902718,18903061,4,2.2749261497141e-06,3,0,0,157
"chrX",21834763,21835107,1,2.33456277336278e-06,0,NA,0,6
"chrX",20232598,20232971,1,2.26465552006167e-06,0,NA,0,158
"chrX",20234405,20234885,1,2.26465552006167e-06,0,NA,0,158
"chrX",21841740,21842060,2,2.26469416810686e-06,1,0,0,159
"chrX",20791570,20791957,1,2.26128739497333e-06,0,NA,0,160
"chrX",21125197,21125435,2,2.30614066296157e-06,2,0,0,156
"chrX",21125727,21126104,2,2.30614066296157e-06,2,0,0,156
"chrX",21124800,21125044,2,2.30614066296157e-06,7,0,0,156
